number,title,date,stock
531269,"Italian Health Minister Cancels All Public Activities Including Schools, Offices, Sports Events In Areas Impacted By Coronavirus",2020-02-21 12:25:00-05:00,FXI
531270,Hearing Italy's ANSA News Reporting Total Number Of Confirmed Cases In Northern Italy Now 16 As Of Fri.,2020-02-21 12:23:00-05:00,FXI
531272,'The U.S. CDC will provide an update on coronavirus at 12:15 p.m. ET' -BNO Newsroom,2020-02-21 12:07:00-05:00,FXI
531273,"China's Global Times Reports 2 Coronavirus Patients Have Been Discharged From A Hospital In Xining, Says A Total Of 18 Patients Have Been 'been cured and given the greenlight to return homes as of Friday'",2020-02-21 12:06:00-05:00,FXI
1261851,Report: Tesla's Shanghai Gigafactory Up And Running Following Coronavirus Production Hit,2020-02-21 11:16:00-05:00,TSLA
1261852,"Mattel Shares Unaffected Following 'Tesla partners with Hot Wheels on Cybertruck remote-controlled toys, pre-orders open' -Electrek",2020-02-21 11:14:00-05:00,TSLA
531275,WHO's Tedros Says 'We Still Believe That We Can Contain The Virus' But Must Prepare For Any Eventuality,2020-02-21 10:44:00-05:00,FXI
531277,"China Hubei Province Has Revised New Cases Of Coronavirus Reported On Feb. 19, 2020 From 349 To 775",2020-02-21 10:35:00-05:00,FXI
531278,"WHO Chief Tedros Shows Concern For Coronavirus Cases, Deaths In Iran",2020-02-21 10:33:00-05:00,FXI
531279,"Trump Tweets US Federal Gov't. Will Provide Added Aid If Farmers Need Help Until Trade Deals With China, Mexico, Canada Kick In",2020-02-21 10:26:00-05:00,FXI
531280,"WHO Chief Tedros Says WHO Concerned About Increase In Cases In China's Shandong Province, WHO Seeking More Info",2020-02-21 10:17:00-05:00,FXI
531281,WHO Chief Tedros Says Significant Decline In New Coronavirus Cases In China Is Partly Due To Change In Case Definition,2020-02-21 10:12:00-05:00,FXI
531283,Kudlow Says US Has Enough Supply Of Vaccinations Related To Potentially Treating Coronavirus,2020-02-21 10:11:00-05:00,FXI
531285,"White House Econ Adviser Larry Kudlow Currently Interviewing On CNBC, Says He's Optimistic On Phase 1 Trade Talks",2020-02-21 10:07:00-05:00,FXI
531286,"L'Oreal CEO Says Cosmetics Sales In China Were Stronger In Feb. 2020 Than In Feb. 2019, Cites Coronavirus Outbreak",2020-02-21 09:40:00-05:00,FXI
1261855,'Tesla Cybertruck Or Model X? Canadian Law Enforcement Asks Musk' -Inside EVs,2020-02-21 08:46:00-05:00,TSLA
531287,Atlanta Fed Pres Bostic Says Sees Short-Term Impact From Coronavirus But A Recovery,2020-02-21 08:39:00-05:00,FXI
531288,Iranian Health Ministry Says It's Possible Coronavirus Exists In All Iranian Cities,2020-02-21 07:08:00-05:00,FXI
531289,Iran's Health Ministry Official Says Origin of New Corona Virus Cases Probably Was Chinese Workers in City of Qom Who Had Visited China,2020-02-21 06:32:00-05:00,FXI
1261858,Tesla Gets Court Approval To Continue Work At Berlin Gigafactory,2020-02-21 03:09:00-05:00,TSLA
1261859,German Court Dismisses Environmental Challenge To Halt Preparations For Tesla Plant Near Berlin,2020-02-20 16:01:00-05:00,TSLA
531292,"Dutch Energy, Commodity Trading Co. Vitol Says Sees Coronavirus Resulting In 200M Barrel Oil Demand Loss In Q1",2020-02-20 14:05:00-05:00,FXI
531293,US Does Not Expect China To Alter Purchase Commitments Under Phase 1 Deal Amid Coronavirus Outbreak,2020-02-20 14:00:00-05:00,FXI
531294,Richmond Fed Pres Thomas Barkin SAys Fed Is Surveying Impact Of Coronavirus Impact On Global Supply Chains,2020-02-20 13:53:00-05:00,FXI
1261860,"Citron Likes Recent IPO Schrodinger, Compares Company To 'An Early Stage Tesla'",2020-02-20 13:28:00-05:00,TSLA
531296,"Hu Xijin Of China's Global Times Reports Number Of New Coronavirus Cases 'Soared' In South Korea Wed. And Thur., Reaching 104",2020-02-20 13:21:00-05:00,FXI
531295,"'China is likely to import 10 million tons of liquefied natural gas from the #US in 2020 to fulfill the China-US phase one #tradedeal, more than four-fold compared with 2018' -China's Global Times",2020-02-20 13:21:00-05:00,FXI
531297,Iranian Minister Of Health Said People In Iran With Coronavirus Did Not Have Contact With Infected People,2020-02-20 12:45:00-05:00,FXI
1261862,'Tesla's lead in batteries and energy efficiency validated by Consumer Reports' -Teslarati,2020-02-20 12:13:00-05:00,TSLA
1261863,"Tesla Shares Relatively Quiet As Hearing Consumer Reports Report Shows Tesla Is The Highest-Ranked US Auto Brand, Model 3 Is A Top Pick",2020-02-20 12:06:00-05:00,TSLA
1261864,Tesla shares are trading lower. Not currently seeing company-specific news items. Movement potentially in sympathy with global equities following steep mid-day selloff.,2020-02-20 11:35:00-05:00,TSLA
531299,"WHO Boss Tedros Says Number Of Coronavirus Cases In South Korea Is ""Really Manageable"", Hopes It Can Contain Outbreak At ""Early Stage""",2020-02-20 10:44:00-05:00,FXI
531300,WHO Says Coronavirus Cases In Rest Of World Very Low Compared To China But That May Not Stay The Same For Very Long,2020-02-20 10:35:00-05:00,FXI
531301,WHO Chief Tedros Says Organization Has Contacted 12 Manufacturers Of Protective Equipment To Prioritize Supply To Health Workers,2020-02-20 10:33:00-05:00,FXI
531302,WHO Says Sees Results From 2 Trials Of Therapeutics For Coronavirus In 3 Weeks,2020-02-20 10:26:00-05:00,FXI
531303,Virus To Wipe Out 13% Of Fiscal Year Passengers Demand In Asia-Pac,2020-02-20 10:24:00-05:00,FXI
531304,"China Continues To Report A Decline In New Confirmed Cases Of Coronavirus, ""Once Again We Are Encouraged By This Trend But This Is No Time For Complacency""",2020-02-20 10:19:00-05:00,FXI
531305,3M CEO Says Co Is Ramping Production Of Respiratory Protection And Some Health Care Products To Full Capacity In China And Globally To Support Demand,2020-02-20 10:10:00-05:00,FXI
531307,"3M CEO, Presenting At Barclays Conference, Says Co.'s Respiratory, Health Care Businesses Has Offset Some Of The Impact Related To Coronavirus",2020-02-20 10:05:00-05:00,FXI
531306,"3M CEO Says China Could Still Be In-line With Prior Growth Expectation For 2020, Despite Some Signs Of Coronavirus Impact On Q1; But Full Impact Of The Epidemic Will Become Known In A Few Weeks",2020-02-20 10:05:00-05:00,FXI
1261865,'Tesla loses one of its most senior executives and Gigafactory builder' -Recent Electrek Article,2020-02-20 10:02:00-05:00,TSLA
531308,US Ag Secretary Perdue Says US Farm Exports To China Will Exceed Forecast,2020-02-20 09:53:00-05:00,FXI
531309,'Media outlets in Iran report 9 died from #covid19' -Tweet From Israeli Public Broadcasting Corp. Correspondent,2020-02-20 09:49:00-05:00,FXI
531310,Hearing US Agriculture Secretary Sonny Perdue Says US Could Put More Tariffs On China,2020-02-20 09:47:00-05:00,FXI
531311,"'China considers extending EV subsidies after sales slump, report says' -Automotive News",2020-02-20 09:34:00-05:00,FXI
531312,"P&G Commons On Coronavirus, Says Some Demand Has Shifted Online, But Supply Of Delivery Operators, Labor Is Limited",2020-02-20 09:17:00-05:00,FXI
531313,"Yum 10-K Filing Shows Co. Sees Q1 Results 'Significantly Impacted' By Coronavirus, Sees Impact Beyond Mar. 31, 2020",2020-02-20 07:49:00-05:00,FXI
531314,Norwegian Cruise Says Will Cancel Voyages To Asia Across Its Brands Through Q3'20,2020-02-20 07:08:00-05:00,FXI
1261870,Hefei Metalforming Intelligent Manufacturing  Says It Does Not Have Direct Cooperation and Supply Relationship With Tesla in Response to Recent Unusual Share Price Movements,2020-02-20 05:30:00-05:00,TSLA
1261872,Tesla Charges Ahead In Efforts To Achieve 400 Mile Range,2020-02-20 00:36:00-05:00,TSLA
1261873,'Tesla is working on new ~110 kWh battery pack for more than 400 miles of range' -Electrek,2020-02-19 17:04:00-05:00,TSLA
531315,"""Centers for Disease Control Issued Travel Guidelines For Hong Kong After Second Coronavirus-Related Death In The City""",2020-02-19 14:37:00-05:00,FXI
531316,Russia Bans Entry Of Hong Kong And Macau Residents,2020-02-19 14:17:00-05:00,FXI
1261874,Electrek Co Says Tesla Has A New Building Next To Its Giga Nevada Factory,2020-02-19 14:05:00-05:00,TSLA
531318,'China Faces Labor Shortage With 200M Migrant Workers Idled' -Nikkei,2020-02-19 12:38:00-05:00,FXI
531319,'China's Lunar New Year travel crashes to 20-year low' -Nikkei Asian Review,2020-02-19 12:22:00-05:00,FXI
1261876,"Italy's Pirelli CEO Says Co. Supplying 10% Of Tires Used By Tesla And Share Will Grow, Co Will Participate In Model 3 By Year-End",2020-02-19 10:04:00-05:00,TSLA
531320,House Panel To Hold Hearing Feb. 26 On US-China Trade,2020-02-19 10:02:00-05:00,FXI
1261877,Tesla Shares Cross $900 As Piper Sandler Raises Price Target To Street High,2020-02-19 09:55:00-05:00,TSLA
1261881,"Elon Musk Not Happy About Bill Gates' Porsche Purchase, Calls Their Conversations 'Underwhelming'",2020-02-19 08:22:00-05:00,TSLA
1261883,"Tesla shares are trading higher after Piper Sandler analysts raised their price target on the stock, citing potential in the company's battery and solar segments.",2020-02-19 07:53:00-05:00,TSLA
531321,China Central Bank Says Will Keep Yuan Basically Stable,2020-02-19 07:40:00-05:00,FXI
531322,China Central Bank:says China's Economy However Also Faces Several Challenges,2020-02-19 07:36:00-05:00,FXI
531323,"China Central Bank Says The Size And Duration Of Impact Will Be Limited, Says The Fundamentals Of China's Economy Have Not Changed",2020-02-19 07:35:00-05:00,FXI
531324,China Central Bank Says Novel Coronavirus Outbreak Will Have Certain Impact To China's Economy,2020-02-19 07:34:00-05:00,FXI
1261886,Tesla Shares Rise 7.5% Premarket to $922; Piper Sandler Raises Price Target from $729 to $928; Says Next Big Thing for Co is Batteries and Solar Power,2020-02-19 05:35:00-05:00,TSLA
531325,Two Persons Test Positive for Coronavirus in Iran,2020-02-19 05:33:00-05:00,FXI
531326,"26 Westchester County, NY Residents in Coronavirus Quarantine Following Recent Trips to China",2020-02-18 19:37:00-05:00,FXI
531328,"From CAGNY Conference: Mondelez Exec Says There Will For Sure Be An Impact On Sales, Margins From Coronavirus",2020-02-18 13:50:00-05:00,FXI
531329,"Mondelez Exec Comments On Impact Of Coronavirus, Says 4 Plants In China Have Reopened But Are Not Running At Full Capacity",2020-02-18 13:47:00-05:00,FXI
1261888,Tesla Could Buy Cheaper Cobalt-Free Batteries To Lower Production Costs: Report,2020-02-18 11:56:00-05:00,TSLA
531330,"China's EU Ambassador Says No Need For Global Investors To Worry Too Much, The Chinese Gov't. Has Sufficient Resources To Boost Economy",2020-02-18 11:23:00-05:00,FXI
531331,"China's EU Ambassador Sees Impact Of Coronavirus As 'Limited, Short Term, Manageable'",2020-02-18 11:21:00-05:00,FXI
531332,WHO Chief Tedros Says We Have Not Seen Sustained Lobal Transmission Of Coronavirus Except In Specific Circumstances Like Diamond Princess Cruise Ship,2020-02-18 10:59:00-05:00,FXI
1261889,"Tesla Faces Huge Execution Risk Ahead, Analyst Says Stock Price Remains On Mars",2020-02-18 10:57:00-05:00,TSLA
1261892,"UPDATE: Cowen Maintains Underperform On Tesla, Raises Target To $290 As Firm Sees It As A Positive That The Co. 'is taking advantage of the staggering dislocation between its stock price and our assessment of its fair value to raise additional capital'",2020-02-18 09:04:00-05:00,TSLA
1261891,UPDATE: Cowen On Tesla Thinks 'VALUATION REMAINS ON MARS',2020-02-18 09:04:00-05:00,TSLA
1261896,"UPDATE: Morgan Stanley Maintains Underweight On Tesla, Raises Target To $500, Raises Bull Case Target From $650 To $1,200 Believes 'investors should expect a very challenging 1Q, with our bull case moving to expansionary mode on battery capacity'",2020-02-18 08:39:00-05:00,TSLA
1261895,UPDATE: Morgan Stanley On Tesla Notes 'Our new bull case reflects 4 million units of auto volume by 2030 with a 12% operating margin. This compares with our base case forecast of 2.2 million units and a 10% OP margin by 2030',2020-02-18 08:39:00-05:00,TSLA
1261898,"Cowen & Co. Maintains Underperform on Tesla, Raises Price Target to $290",2020-02-18 08:20:00-05:00,TSLA
1261900,"Morgan Stanley Maintains Underweight on Tesla, Raises Price Target to $500",2020-02-18 07:49:00-05:00,TSLA
1261901,Tesla shares are trading higher after Morgan Stanley reportedly raised its price target to $500 and its bull case to $1.200.,2020-02-18 07:35:00-05:00,TSLA
1261902,"Hearing Morgan Stanley Raised Tesla Price Target To $500, Raised Bull Case To $1,200",2020-02-18 07:25:00-05:00,TSLA
1261903,"Bernstein Maintains Market Perform on Tesla, Raises Price Target to $730",2020-02-18 07:21:00-05:00,TSLA
1261904,Tesla said to be in talks to use CATL's cobalt-free batteries in China-made cars,2020-02-18 06:00:00-05:00,TSLA
1261905,"GM Ceases Operations In Australia, New Zealand, Thailand, Ends Iconic Holden Brand",2020-02-18 05:36:00-05:00,TSLA
1261906,Apple To Miss Q2 Earnings As Coronavirus Outbreak Hits Both Supply And Demand,2020-02-17 23:41:00-05:00,TSLA
1261907,Tesla's Berlin Factory Preparation Work Halted by German Court,2020-02-16 11:18:00-05:00,TSLA
1261908,Elon Musk Tweets Looking Forward to International Expansion of Solar Roof Business Later this Year,2020-02-15 20:16:00-05:00,TSLA
1261911,Tesla Shares Unaffected Following Amended 13G Filing From T. Rowe Price Showed Raised Stake In Co. To 0.9%,2020-02-14 13:55:00-05:00,TSLA
1261912,"Gene Munster Defends Tesla Bulls, Roth Capital's Irwin Makes Bear Case",2020-02-14 12:46:00-05:00,TSLA
1261913,"How Tesla Could Use Its $2B In Offering Cash: A Cybertruck Plant, China, Debt Payoff",2020-02-14 11:21:00-05:00,TSLA
1261915,'Tesla is starting to add third-party charging stations to its in-car navigation' -Electrek,2020-02-14 08:59:00-05:00,TSLA
1261917,"Tesla shares are trading lower after the company priced its 2.65 million share offering at $767 per share. The company also had a recall of 3,183 Model X vehicles in China.",2020-02-14 08:49:00-05:00,TSLA
1261920,'Dean Of Valuation' Says Tesla Still Has Long Way To Go To Justify Stock Price,2020-02-14 07:24:00-05:00,TSLA
1261921,Tesla Filing Shows 2.65M Share Offering Priced At $767,2020-02-14 06:32:00-05:00,TSLA
1261923,"Tesla to Recall 3,183 Model X Vehicles in China",2020-02-14 04:54:00-05:00,TSLA
1261924,Tesla Says 'Public Health Epidemic Originating In China' A 'Risk Factor' For Its Business,2020-02-13 23:47:00-05:00,TSLA
1261925,Source Familiar With Matter Tells Benzinga Tesla Offering To Price At $767/Share,2020-02-13 19:37:00-05:00,TSLA
1261926,Tesla's Unexpected Capital Raise Leads To Surprising Stock Surge,2020-02-13 15:00:00-05:00,TSLA
1261927,'Tesla wins Taiwan military contract for a fleet of 20 electric vehicles' -Electrek,2020-02-13 12:40:00-05:00,TSLA
1261928,Tesla shares are trading higher. Shares dipped this morning when the company announced an equity offering and have since reversed. The stock has seen heavy momentum in recent weeks.,2020-02-13 12:37:00-05:00,TSLA
1261929,"'One of Tesla's biggest backers says the offering increases confidence in her $7,000 forecast' -CNBC",2020-02-13 12:23:00-05:00,TSLA
1261930,Gene Munster's Loup Ventures Issues Post On Tesla Following Offering News 'Tesla Capitalizes on Its Surge',2020-02-13 12:20:00-05:00,TSLA
1261933,"CFRA Says It's Unsurprised By Tesla Capital Raise Considering Co.'s 'Ambitious Growth Plans'  In Light Of Stock's Run Up; Firm Says Recent 'Speed Bumps' Such As Coronavirus, Model X Recall 'Likely Factored Into' Decision To Proceed With Offering",2020-02-13 11:04:00-05:00,TSLA
1261932,"UPDATE: CFRA Reiterates Sell Rating On Tesla, Says Continues To View Risk/Reward Profile As Unfavorable; Notes Higher Capex Guidance For 2020-2022 Should Equate To Weaker Free Cash Flow Than It Has Generated In Recent Quarters",2020-02-13 11:04:00-05:00,TSLA
1261935,"Source Familiar With Matter Tells Benzinga Tesla ~2.65M Share Offering Expected To Price After The Close Today; Overallottment Is Additional 397,500 Shares",2020-02-13 09:03:00-05:00,TSLA
1261938,"Tesla Says Will Use Net Proceeds From Offering To Further Strength Its Balance Sheet, General Corporate Purposes",2020-02-13 07:51:00-05:00,TSLA
1261940,Tesla Gross Proceeds From Offering $2.3B,2020-02-13 07:49:00-05:00,TSLA
1261939,Tesla shares are trading lower after the company issued a 10-K filing indicating the SEC has issued a subpoena seeking info related to certain financial data. The company also reported a $2 billion common stock offering. NOTE: Shares have since reversed and are now trading higher.,2020-02-13 07:49:00-05:00,TSLA
1261941,Tesla's Elon Musk To Buy $10M In Common Stock Offering; Larry Ellison To Buy $1M In Shares,2020-02-13 07:48:00-05:00,TSLA
1261942,Tesla Reports $2B Common Stock Offering,2020-02-13 07:47:00-05:00,TSLA
1261944,"Tesla 10-K Shows SEC Issued Subpoena Seeking Info Related To Certain Financial Data, Contracts Including Co.'s Regular Financing Arrangements",2020-02-13 07:25:00-05:00,TSLA
1261945,Tesla Sees Average Annual Capex In FY20-FY22 $2.5B-$3.5B,2020-02-13 07:22:00-05:00,TSLA
1261946,Tesla 10-K Just Out,2020-02-13 07:21:00-05:00,TSLA
1261947,Tesla Wants To Manufacture Model 3 With A Longer Range in China,2020-02-13 06:10:00-05:00,TSLA
1261948,Tesla Seeks Approval to Build Longer Range Model 3s in China,2020-02-13 05:37:00-05:00,TSLA
1261949,"Charlie Munger Talks About Chinese Companies, Poor Investment Choices, And Why He Would Never Buy Tesla Stock",2020-02-13 03:37:00-05:00,TSLA
1261950,"Tesla Recalls 15,000 Vehicles Due To Power Steering Issue Causing Potential Crash",2020-02-12 21:43:00-05:00,TSLA
1261951,"Tesla Recalling 15,000 Model X SUVs For Power Steering Issue In North America",2020-02-12 16:28:00-05:00,TSLA
1261953,UPDATE: Berkshire's Munger Says Elon Musk Overestimates Himself But He May Not Be Wrong All The Time,2020-02-12 14:13:00-05:00,TSLA
1261954,"Berkshire Hathaway's Charlie Munger, When Asked About Tesla, Says Would Never Buy It, Would Never Sell The Stock Short",2020-02-12 14:12:00-05:00,TSLA
1261955,"Tesla Shares Down 0.5% Over Last Few Mins., As Price Falls Below Near-Term Support Level At $775; Stock Down ~0.3% For Session",2020-02-12 14:06:00-05:00,TSLA
1261956,Tesla Might Be Serious About Producing Its Own Batteries,2020-02-12 11:07:00-05:00,TSLA
1261957,Musk On Tesla Founder Martin Eberhard: 'He Is Literally The Worst Person I've Ever Worked With',2020-02-12 10:45:00-05:00,TSLA
1261959,'Tesla now disables Supercharging in salvaged vehicles' -Electrek,2020-02-12 09:12:00-05:00,TSLA
1261960,Apple Engineer Who Died In 2018 Tesla Crash Previously Complained Of Autopilot Malfunction,2020-02-12 06:25:00-05:00,TSLA
1261961,"'Tesla Gigafactory 3 Is Back Online: February 10, 2020 Video' -InsideEVs",2020-02-11 13:53:00-05:00,TSLA
1261962,'Tesla is building a pilot battery cell manufacturing line in Fremont - getting into the cell business' -Electrek,2020-02-11 12:57:00-05:00,TSLA
1261965,Waiting On The Tesla Semi,2020-02-11 09:14:00-05:00,TSLA
1261966,Elon Musk Is Getting Excited About Solarglass: 'This Is A Very Important Product',2020-02-10 16:55:00-05:00,TSLA
1261967,Susquehanna Reports 6.7% Passive Stake In Tesla,2020-02-10 15:21:00-05:00,TSLA
1261968,'The degree to which SolarGlass will positively effect the esthetics & energy sustainability of neighborhoods throughout the world is not yet well appreciated' -Musk Tweet,2020-02-10 12:54:00-05:00,TSLA
1261969,"'Tesla April company talk will be from our Giga New York factory, where we make SolarGlass & several other products. Will also offer customer & media tours' -Tweet From Elon Musk",2020-02-10 12:51:00-05:00,TSLA
1261971,'Tesla leaks new air suspension coming for Model 3' -Electrek,2020-02-10 11:44:00-05:00,TSLA
1261972,'Tesla Gigafactory 3 Resumes Production' -Inside EVs,2020-02-10 09:52:00-05:00,TSLA
1261974,'Tesla to soon announce solar roof tile expansion in Europe and China' - Electrek.Co,2020-02-10 08:51:00-05:00,TSLA
1261977,"Tesla shares are trading higher following an article indicating China said it would help companies like Tesla ""resume production as soon as possible"" in Shanghai.",2020-02-10 07:01:00-05:00,TSLA
1261982,SpaceX's Starlink Satellite Internet Business 'Likely' To Go Public,2020-02-07 13:12:00-05:00,TSLA
1261987,"Tesla shares are trading lower as the stock continues to come down from the recent rally. Shares initially began selling off on Wednesday when the company suggested it will delay February delivery of some China-made Model 3 vehicles. UPDATE: Shares have reversed as of the market open, now trading higher.",2020-02-07 08:18:00-05:00,TSLA
1261988,Tesla Files For Touchscreen Steering Wheel Patent,2020-02-07 07:34:00-05:00,TSLA
1261989,Tesla Remotely Removed Autopilot From A User's Car Without Telling Them: Report,2020-02-06 22:47:00-05:00,TSLA
1261990,Teslamania Runs Wild! Now What?,2020-02-06 15:01:00-05:00,TSLA
1261991,'Tesla has a new high-tech steering wheel with touchscreens and haptic feedback' -Electrek,2020-02-06 14:22:00-05:00,TSLA
1261992,Joe Rogan's Cannabis Advocacy Is Altruism In Its Purest Form,2020-02-06 12:41:00-05:00,TSLA
1261993,Tesla shares are trading higher. The stock has been increasingly volatile and reached a high of $968. Cramer said the company's stock will eventually rise above $968.,2020-02-06 11:27:00-05:00,TSLA
1261994,Cramer Says Tesla's Stock Will Eventually Rise Above $968,2020-02-06 10:29:00-05:00,TSLA
1261999,"Needham Maintains Underperfom On Tesla, Saying 'Irrational Exuberance' Has Driven Rally; Notes That Co. 'has never posted a full annual profit since going public' And That Growth Rate And Gross Profit Declined In 2019",2020-02-05 12:43:00-05:00,TSLA
1262002,Canaccord Pumps The Brakes On Tesla Following Stock's Huge Run,2020-02-05 11:50:00-05:00,TSLA
1262004,Tesla Analyst Lays Out The Case For An Equity Offering,2020-02-05 11:07:00-05:00,TSLA
1262008,Will Tesla Reach $1 Trillion In Sales?,2020-02-05 09:44:00-05:00,TSLA
1262009,"Tesla Shares Fall Below $800 Level, Down ~11% For Session",2020-02-05 09:32:00-05:00,TSLA
1262011,"GM CFO, When Asked About Tesla Stock Run Up, Says Co. Is 'Compelling Investment Opportunity'",2020-02-05 08:23:00-05:00,TSLA
1262016,"Tesla shares are trading lower following days of upward momentum after the company suggested it will delay February delivery of some China-made Model 3 vehicles. Additionally, Canaccord Genuity downgraded the stock to Hold.",2020-02-05 06:27:00-05:00,TSLA
1262018,Tesla Executive Says Co Will Delay February Delivery of Some Made-in-China Model 3 Cars; Says Shanghai Plant Plans to Restart Production on February 10,2020-02-05 05:24:00-05:00,TSLA
1262019,"Canaccord Genuity Downgrades Tesla to Hold, Maintains $750 Price Target",2020-02-05 05:17:00-05:00,TSLA
1262020,One Of Tesla's Largest Investors Sold 99.5% Of Its Stake Before New Year's Rally,2020-02-04 22:34:00-05:00,TSLA
1262021,How Kevin O'Leary Came To Love Tesla's Stock,2020-02-04 17:10:00-05:00,TSLA
1262022,"UPDATE: Tesla Shares Fall ~9% Over Last Few Mins, Still Up 14% for Session; Not Seeing News To Justify Move",2020-02-04 15:56:00-05:00,TSLA
1262023,Tesla Shares Fall ~$108 Over Last Few Mins,2020-02-04 15:55:00-05:00,TSLA
1262024,"Tesla Owns More Than Half The Us Market, Keeps Electric Car Sales Growing - Electrek.Co",2020-02-04 14:22:00-05:00,TSLA
1262025,Saudi Arabia's Public Investment Fund Sold ~8.2M Shares Of Tesla Over Last Qtr.,2020-02-04 13:35:00-05:00,TSLA
1262026,Saudi Arabia Public Investment Fund Dumped All But 39K Shares Of Tesla In Q4,2020-02-04 13:09:00-05:00,TSLA
1262027,Tesla Shares Tick Slightly Lower As Hearing Saudi Arabia Fund Sold Almost All Of Its Tesla Holdings In Q4,2020-02-04 12:53:00-05:00,TSLA
1262031,Tesla Says Rate Of Injury Per Vehicle Produced In 2019 Reduced By More Than 50% At Fremont Factory,2020-02-04 11:56:00-05:00,TSLA
1262030,"UPDATE: Tesla Says Is Taking Steps To Join OSHA's Voluntary Protection Program At Facilities In Lathrop, Fremont, California, Nevada, New York, Michigan, Minnesota",2020-02-04 11:56:00-05:00,TSLA
1262032,"Citron Shorts Tesla, Again: 'Even Elon Would Short The Stock Here'",2020-02-04 11:50:00-05:00,TSLA
1262033,"Tesla Shares Back Over $900 Level, Now Up 16.2% For Session To ~$907 Level",2020-02-04 11:49:00-05:00,TSLA
1262034,Citron's Andrew Left Confirms To Benzinga He Is Short Shares Of Tesla,2020-02-04 11:06:00-05:00,TSLA
1262036,"Citron Research On Tesla Says '...when the computers start driving the market, we believe even Elon would short the stock here if he was a fund manager.  This is no longer about the technology, it has become the new Wall St casino.'",2020-02-04 10:40:00-05:00,TSLA
1262037,Tesla Short Sellers Eat $8.3B Loss So Far In 2020,2020-02-04 10:33:00-05:00,TSLA
1262042,Tesla Shorts Keep Getting Squeezed,2020-02-04 09:35:00-05:00,TSLA
1262043,Early Tesla Investor Ron Baron Sees Path To $1T In Revenue,2020-02-04 09:16:00-05:00,TSLA
1262044,New Street Downgrades Tesla to Neutral,2020-02-04 07:52:00-05:00,TSLA
1262045,"Tesla shares are trading higher on continued momentum following recent positive catalysts, including recent steep analyst price target raises from Argus and Ark Invest. Investor Ron Baron today said he expects $1 trillion in revenue in 10 years and is not selling shares amid the rally.",2020-02-04 07:49:00-05:00,TSLA
1262048,Ron Baron On CNBC Says Tesla's Business Was Growing When Stock Price Wasn't,2020-02-04 07:26:00-05:00,TSLA
1262050,Ron Baron Says Not Selling Tesla Shares,2020-02-04 07:20:00-05:00,TSLA
1262051,"Ron Baron Says In 10 Years, Expects Tesla Revenue To Be $1T+",2020-02-04 07:18:00-05:00,TSLA
1262053,Elon Musk Getting Richer Faster Than Any Other Billionaire This Year,2020-02-03 22:44:00-05:00,TSLA
1262054,"Verizon Exec Talks 'First 5G Super Bowl,' Musk Downplays 5G Health Scare",2020-02-03 18:29:00-05:00,TSLA
1262055,Baron Capital's Ron Baron To Appear On CNBC's Squawk Box Tuesday Feb. 4 At 4:00 p.m.,2020-02-03 17:55:00-05:00,TSLA
1262056,"What To Know About Elon Musk, Bitcoin And Twitter Scammers",2020-02-03 15:57:00-05:00,TSLA
1262057,"Fund Manager's Bullish Tesla Options Bet Nets 6,000% Return",2020-02-03 14:09:00-05:00,TSLA
1262059,'Chinese battery giant CATL confirms supply agreement with Tesla' -Electrek,2020-02-03 12:13:00-05:00,TSLA
1262062,Tesla's Stock Gets Another New Street-High Price Target,2020-02-03 09:55:00-05:00,TSLA
1262066,"UPDATE: Argus Reiterates Buy On Tesla, Raises Target To $808 Notes 'Our positive view assumes continued revenue growth from the legacy Model S and Model X, as well as strong demand for the new Model 3, which accounted for more than 80% of 4Q19 production'",2020-02-03 08:54:00-05:00,TSLA
1262065,"UPDATE: Argus On Tesla 'Despite past production delays, parts shortages, labor cost overruns, and other difficulties, we expect Tesla to benefit from its dominant position in the electric vehicle industry and to improve performance in 2020 and beyond'",2020-02-03 08:54:00-05:00,TSLA
1262067,"Argus Research Reiterates Buy on Tesla, Raises Price Target to $808",2020-02-03 08:49:00-05:00,TSLA
1262068,Hearing Argus Research Raised its Tesla Price Target to $808,2020-02-03 08:38:00-05:00,TSLA
1262069,Tesla shares are trading higher after Argus Research raised its price target on the stock from $556 to $808.,2020-02-03 08:37:00-05:00,TSLA
1262071,CATL Confirms Battery Supply Agreement With Tesla In China,2020-02-02 22:07:00-05:00,TSLA
1262072,"Contemporary Amperex Technology Says It Signs Production Pricing Agreement to Sell Lithium-ion Batteries to Tesla; Says Under Agreement, Tesla Does Not Guarantee the Purchase Volume of the Product",2020-02-02 19:38:00-05:00,TSLA
1262074,"Here's How Tesla Shares Will Hit $7,000 By 2024",2020-02-01 10:18:00-05:00,TSLA
1262077,Elon Musk Just Released A New Song,2020-01-31 04:57:00-05:00,TSLA
1262079,Electrek Reports Elon Musk On Conference Call Said Tesla Is ' rapidly approaching a 400-mile range for Model S',2020-01-30 13:49:00-05:00,TSLA
1262081,'Leader Of The EV Revolution': 5 Analysts Weigh In On Tesla's Q4 Beat,2020-01-30 12:25:00-05:00,TSLA
1262082,"Oppenheimer Maintains Outperform on Tesla, Raises Price Target to $684",2020-01-30 12:07:00-05:00,TSLA
1262083,"UPDATE: B of A Securities Maintains Underperform on Tesla, Raises Price Target to $370 Notes 10 Potential Catalysts To Remain Cautious:",2020-01-30 10:53:00-05:00,TSLA
