number,title,date,stock,sentiment_scores
531220,Peter Navarro On FOX Business Says Putting Out Proposal This Week For 1B Facemasks Into US,2020-02-24 14:56:00-05:00,FXI,"{'negative': 0.0037384166, 'neutral': 0.99552876, 'positive': 0.0007327816}"
531221,"Kuwaiti State News Agency Reports Kuwait Has Suspended Flights To, From Iraq, Cites Coronavirus",2020-02-24 14:48:00-05:00,FXI,"{'negative': 0.8331644, 'neutral': 0.16549772, 'positive': 0.0013379689}"
531222,"'British Columbia, Canada Health Officer Bonnie Henry says coronavirus outbreak now meets the ""classic definition"" of a pandemic - News 1130' -BNO News",2020-02-24 13:01:00-05:00,FXI,"{'negative': 0.07282109, 'neutral': 0.92591524, 'positive': 0.0012636421}"
531224,'Another 18 Americans who were passengers on the Diamond Princess cruise ship test positive for coronavirus after being evacuated to the U.S.; they are all in quarantine' -Tweet From BNO News,2020-02-24 12:49:00-05:00,FXI,"{'negative': 0.68784165, 'neutral': 0.31035146, 'positive': 0.0018068653}"
531225,"Goldman Economists Have Cut Q1 GDP Forecast To Just Over 1%, Cite Coronavirus",2020-02-24 12:10:00-05:00,FXI,"{'negative': 0.83296615, 'neutral': 0.16506484, 'positive': 0.0019689673}"
531226,"CDC Issues Alert On Coronavirus In US; Confirms 14 Confirmed Cases, 12 Stemming From Travel, 2 Stemming From Person-To-Person Spread",2020-02-24 12:09:00-05:00,FXI,"{'negative': 0.13095751, 'neutral': 0.8675509, 'positive': 0.0014915917}"
531227,Tire Co. Michelin Reports Equipment Tire Sales In China During Jan. Down 30%,2020-02-24 11:56:00-05:00,FXI,"{'negative': 0.49374104, 'neutral': 0.503937, 'positive': 0.0023219541}"
531229,Hearing China Southern Air Has Resumed 2.1K+ Domestic Flights,2020-02-24 11:34:00-05:00,FXI,"{'negative': 0.004683612, 'neutral': 0.9946542, 'positive': 0.00066222297}"
531228,German Econ Minister Says Expects Coronavirus To Have 'Minor' Impact On Global Economy,2020-02-24 11:34:00-05:00,FXI,"{'negative': 0.732332, 'neutral': 0.2654713, 'positive': 0.002196628}"
531231,"WHO Chief Says For The Moment We Are Not Witnessing Uncontained Global Spread Of Coronavirus, Also Highlights Lack Of Large-Scale Deaths",2020-02-24 10:15:00-05:00,FXI,"{'negative': 0.513328, 'neutral': 0.48351777, 'positive': 0.0031541924}"
531230,"WHO Chief Does Not Call Coronavirus A Pandemic, Says 'Using The Word Pandemic Does Not Fit The Facts'",2020-02-24 10:15:00-05:00,FXI,"{'negative': 0.8891803, 'neutral': 0.109419316, 'positive': 0.0014003743}"
531232,"'The risk of virus spreading widely in China has passed. Wuhan is still in lockdown while new infection cases are steadily decreasing,even disappearing, in other areas. Situation in countries such as S. Korea is worse than China...' -Global Times",2020-02-24 09:58:00-05:00,FXI,"{'negative': 0.81663644, 'neutral': 0.18102677, 'positive': 0.0023367922}"
531233,'Italy has proposed holding a meeting with the health ministers of the States it has borders with in order to agree on "common guidelines"' -Italy's ANSA,2020-02-24 09:52:00-05:00,FXI,"{'negative': 0.0037908582, 'neutral': 0.99443996, 'positive': 0.0017691621}"
531234,Middle East Nation Of Oman Reports First 2 Cases Of Coronavirus,2020-02-24 09:13:00-05:00,FXI,"{'negative': 0.75084853, 'neutral': 0.24708496, 'positive': 0.0020665016}"
531235,"'According to Johns Hopkins Coronavirus tracker there are now 79,524 confirmed cases. Also at least 2,626 died related to the virus. A ""hot spot"" of cases flared up in Italy this weekend. The markets are negatively reacting.' -FOX's Edward Lawrence",2020-02-24 08:54:00-05:00,FXI,"{'negative': 0.9088227, 'neutral': 0.08978342, 'positive': 0.0013939174}"
1261844,Tesla shares are trading lower in sympathy with the overall market on increased coronavirus fears. Global Equities' Chowdhry said Tesla is likely being impacted by shortages from China.,2020-02-24 08:49:00-05:00,TSLA,"{'negative': 0.86427426, 'neutral': 0.13393654, 'positive': 0.0017891781}"
531236,"Head Of World Health Organization Expert Team To China Says Other Places Outside China Don't Have To Lock Down Cities, Can Phase Up Measures As Epidemic Gets More Severe",2020-02-24 08:47:00-05:00,FXI,"{'negative': 0.066635124, 'neutral': 0.93115366, 'positive': 0.0022111966}"
531237,Hearing Italy Reports Sixth Coronavirus Death,2020-02-24 08:36:00-05:00,FXI,"{'negative': 0.82709855, 'neutral': 0.17115438, 'positive': 0.0017470111}"
1261845,Global Equities' Chowdhry Says Tesla Likely Being Impacted By Shortages From China,2020-02-24 08:28:00-05:00,TSLA,"{'negative': 0.4811353, 'neutral': 0.5166318, 'positive': 0.002232907}"
531240,January Smartphone Shipments in Chinese Mainland Market Down 39% YoY,2020-02-24 06:00:00-05:00,FXI,"{'negative': 0.42337373, 'neutral': 0.5739046, 'positive': 0.002721677}"
531241,Iraq Reports First Case of Coronavirus after Iranian Student Crosses Border,2020-02-24 05:53:00-05:00,FXI,"{'negative': 0.8453836, 'neutral': 0.15298738, 'positive': 0.0016289561}"
531244,Iran Lawmaker Says 50 Dead from Covid-19 in City of Qom,2020-02-24 05:35:00-05:00,FXI,"{'negative': 0.9205589, 'neutral': 0.0782644, 'positive': 0.0011766253}"
531246,Treasury Secretary Steven Mnuchin Sees No Material Impact from Virus on U.S.-China Trade Deal for Now,2020-02-24 05:18:00-05:00,FXI,"{'negative': 0.13695487, 'neutral': 0.8607114, 'positive': 0.0023337249}"
531247,"China's National Health Commission reports 409 new cases of coronavirus and 150 new deaths, nearly all of them in Hubei province",2020-02-23 22:08:00-05:00,FXI,"{'negative': 0.8033551, 'neutral': 0.19464317, 'positive': 0.002001717}"
531248,"No cases of COVID19 infection were reported in Beijing on Sunday; 30 New Suspected Cases Reported, 9 Patients Cured and Discharged from Hospital",2020-02-23 19:49:00-05:00,FXI,"{'negative': 0.36522478, 'neutral': 0.63269883, 'positive': 0.0020764295}"
531251,Treasury Secretary Mnuchin Says Should Have Better Understanding of Impact of Coronavirus in 3-4 Weeks; Says We Should Do Everything We Can to Prevent Spread of Virus,2020-02-23 11:44:00-05:00,FXI,"{'negative': 0.025678767, 'neutral': 0.9723355, 'positive': 0.0019857085}"
531253,Millions of Chinese Firms Face Collapse If Banks Don't Act Fast,2020-02-23 11:35:00-05:00,FXI,"{'negative': 0.9332625, 'neutral': 0.06461531, 'positive': 0.0021221347}"
531254,EC's Gentiloni Says We Decided to Deliver 25 Tonnes of Protective Equipment to China,2020-02-23 10:15:00-05:00,FXI,"{'negative': 0.0069426154, 'neutral': 0.9922376, 'positive': 0.0008197866}"
531255,White House Preparing to Ask Congress for Funds to Combat Coronavirus,2020-02-23 09:34:00-05:00,FXI,"{'negative': 0.02182517, 'neutral': 0.9768422, 'positive': 0.0013326362}"
531256,"President Trump Says Coronavirus is Under Control in the U.S.; Says Xi is Doing a Good Job Combating the Coronavirus, Says He Will Solve the Problem",2020-02-23 09:32:00-05:00,FXI,"{'negative': 0.03950753, 'neutral': 0.9488728, 'positive': 0.011619697}"
531257,IMF Head Says Would Be Prudent to Prepare for More Adverse Scenarios Given Uncertainty About Coronavirus,2020-02-23 09:21:00-05:00,FXI,"{'negative': 0.4298737, 'neutral': 0.5666911, 'positive': 0.0034351558}"
531258,"~150 Prescription Drugs, Including Antibiotics, Generics, Some Branded Drugs without Alternatives Face Shortages Due to Coronavirus",2020-02-23 08:31:00-05:00,FXI,"{'negative': 0.7506548, 'neutral': 0.24654566, 'positive': 0.002799548}"
531261,Death Toll in Iran from COVID-19 Reaches 5,2020-02-22 07:45:00-05:00,FXI,"{'negative': 0.8216337, 'neutral': 0.17657615, 'positive': 0.0017901934}"
531262,Ambassador Gregg Doud Says No Plans Yet For Second Phase Of US-China Trade Deal,2020-02-21 14:48:00-05:00,FXI,"{'negative': 0.022051536, 'neutral': 0.97698337, 'positive': 0.00096507766}"
531263,BOE's Tenreyro Says Coronavirus Hit To Global Growth Could Be "Large" Given China's Role In Economy; Says Financial Market Stress Over Coronavirus May Mimic Concerns Over Trade Tensions In 2019,2020-02-21 14:33:00-05:00,FXI,"{'negative': 0.70876217, 'neutral': 0.28923655, 'positive': 0.0020012555}"
531265,'Chinese Premier Li Keqiang on Friday called for multiple measures to increase the production and supply of medical and epidemic-control materials' -China News,2020-02-21 12:49:00-05:00,FXI,"{'negative': 0.0020382665, 'neutral': 0.99534863, 'positive': 0.0026131107}"
1261850,"A Smaller, Cheaper Cybertruck: Mattel Partners With Tesla To Make RC Toys",2020-02-21 12:38:00-05:00,TSLA,"{'negative': 0.0015747271, 'neutral': 0.9940725, 'positive': 0.004352716}"
531266,"'U.S. CDC: 18 Americans who were evacuated from the Diamond Princess cruise ship have tested positive for coronavirus, another 10 tested positive in Japan' -Tweet From BNO",2020-02-21 12:37:00-05:00,FXI,"{'negative': 0.2601046, 'neutral': 0.7382824, 'positive': 0.0016130405}"
531267,"'U.S. CDC calls coronavirus a ""tremendous public health threat,"" says future human-to-human transmission in the U.S. is ""very possible, even likely""' -Tweet From BNO News",2020-02-21 12:32:00-05:00,FXI,"{'negative': 0.6656037, 'neutral': 0.3318958, 'positive': 0.002500544}"
531268,"CDC Says Has Set Up Surge Testing Capacity Related To Coronavirus, Says Only California, Nebraska, Illinois Can Test For Coronavirus",2020-02-21 12:26:00-05:00,FXI,"{'negative': 0.031045621, 'neutral': 0.9679042, 'positive': 0.0010501978}"
531269,"Italian Health Minister Cancels All Public Activities Including Schools, Offices, Sports Events In Areas Impacted By Coronavirus",2020-02-21 12:25:00-05:00,FXI,"{'negative': 0.78865457, 'neutral': 0.20895901, 'positive': 0.0023863947}"
531270,Hearing Italy's ANSA News Reporting Total Number Of Confirmed Cases In Northern Italy Now 16 As Of Fri.,2020-02-21 12:23:00-05:00,FXI,"{'negative': 0.011076817, 'neutral': 0.98822546, 'positive': 0.0006978087}"
531272,'The U.S. CDC will provide an update on coronavirus at 12:15 p.m. ET' -BNO Newsroom,2020-02-21 12:07:00-05:00,FXI,"{'negative': 0.0059628445, 'neutral': 0.99324095, 'positive': 0.00079621974}"
531273,"China's Global Times Reports 2 Coronavirus Patients Have Been Discharged From A Hospital In Xining, Says A Total Of 18 Patients Have Been 'been cured and given the greenlight to return homes as of Friday'",2020-02-21 12:06:00-05:00,FXI,"{'negative': 0.020458153, 'neutral': 0.9781676, 'positive': 0.0013742342}"
1261851,Report: Tesla's Shanghai Gigafactory Up And Running Following Coronavirus Production Hit,2020-02-21 11:16:00-05:00,TSLA,"{'negative': 0.14399771, 'neutral': 0.8542935, 'positive': 0.001708802}"
1261852,"Mattel Shares Unaffected Following 'Tesla partners with Hot Wheels on Cybertruck remote-controlled toys, pre-orders open' -Electrek",2020-02-21 11:14:00-05:00,TSLA,"{'negative': 0.09601038, 'neutral': 0.9027395, 'positive': 0.0012501004}"
531275,WHO's Tedros Says 'We Still Believe That We Can Contain The Virus' But Must Prepare For Any Eventuality,2020-02-21 10:44:00-05:00,FXI,"{'negative': 0.020207101, 'neutral': 0.9769901, 'positive': 0.0028027052}"
531277,"China Hubei Province Has Revised New Cases Of Coronavirus Reported On Feb. 19, 2020 From 349 To 775",2020-02-21 10:35:00-05:00,FXI,"{'negative': 0.06275174, 'neutral': 0.93607867, 'positive': 0.0011695978}"
531278,"WHO Chief Tedros Shows Concern For Coronavirus Cases, Deaths In Iran",2020-02-21 10:33:00-05:00,FXI,"{'negative': 0.50169283, 'neutral': 0.4959595, 'positive': 0.0023476807}"
531279,"Trump Tweets US Federal Gov't. Will Provide Added Aid If Farmers Need Help Until Trade Deals With China, Mexico, Canada Kick In",2020-02-21 10:26:00-05:00,FXI,"{'negative': 0.0057520783, 'neutral': 0.9929785, 'positive': 0.0012693751}"
531280,"WHO Chief Tedros Says WHO Concerned About Increase In Cases In China's Shandong Province, WHO Seeking More Info",2020-02-21 10:17:00-05:00,FXI,"{'negative': 0.03154865, 'neutral': 0.96746385, 'positive': 0.0009874955}"
531281,WHO Chief Tedros Says Significant Decline In New Coronavirus Cases In China Is Partly Due To Change In Case Definition,2020-02-21 10:12:00-05:00,FXI,"{'negative': 0.13760196, 'neutral': 0.86066514, 'positive': 0.001732945}"
531283,Kudlow Says US Has Enough Supply Of Vaccinations Related To Potentially Treating Coronavirus,2020-02-21 10:11:00-05:00,FXI,"{'negative': 0.022592943, 'neutral': 0.9760375, 'positive': 0.0013695618}"
531285,"White House Econ Adviser Larry Kudlow Currently Interviewing On CNBC, Says He's Optimistic On Phase 1 Trade Talks",2020-02-21 10:07:00-05:00,FXI,"{'negative': 0.0017316302, 'neutral': 0.9896382, 'positive': 0.008630111}"
531286,"L'Oreal CEO Says Cosmetics Sales In China Were Stronger In Feb. 2020 Than In Feb. 2019, Cites Coronavirus Outbreak",2020-02-21 09:40:00-05:00,FXI,"{'negative': 0.00530278, 'neutral': 0.98783827, 'positive': 0.0068589603}"
1261855,'Tesla Cybertruck Or Model X? Canadian Law Enforcement Asks Musk' -Inside EVs,2020-02-21 08:46:00-05:00,TSLA,"{'negative': 0.0050857924, 'neutral': 0.99422646, 'positive': 0.0006877868}"
531287,Atlanta Fed Pres Bostic Says Sees Short-Term Impact From Coronavirus But A Recovery,2020-02-21 08:39:00-05:00,FXI,"{'negative': 0.1719306, 'neutral': 0.82596076, 'positive': 0.0021086326}"
531288,Iranian Health Ministry Says It's Possible Coronavirus Exists In All Iranian Cities,2020-02-21 07:08:00-05:00,FXI,"{'negative': 0.3937553, 'neutral': 0.6040373, 'positive': 0.0022074133}"
531289,Iran's Health Ministry Official Says Origin of New Corona Virus Cases Probably Was Chinese Workers in City of Qom Who Had Visited China,2020-02-21 06:32:00-05:00,FXI,"{'negative': 0.06419051, 'neutral': 0.93486094, 'positive': 0.00094864774}"
1261858,Tesla Gets Court Approval To Continue Work At Berlin Gigafactory,2020-02-21 03:09:00-05:00,TSLA,"{'negative': 0.00184185, 'neutral': 0.9942743, 'positive': 0.0038837357}"
1261859,German Court Dismisses Environmental Challenge To Halt Preparations For Tesla Plant Near Berlin,2020-02-20 16:01:00-05:00,TSLA,"{'negative': 0.6935159, 'neutral': 0.30455115, 'positive': 0.0019329797}"
531292,"Dutch Energy, Commodity Trading Co. Vitol Says Sees Coronavirus Resulting In 200M Barrel Oil Demand Loss In Q1",2020-02-20 14:05:00-05:00,FXI,"{'negative': 0.9040737, 'neutral': 0.09427498, 'positive': 0.00165129}"
531293,US Does Not Expect China To Alter Purchase Commitments Under Phase 1 Deal Amid Coronavirus Outbreak,2020-02-20 14:00:00-05:00,FXI,"{'negative': 0.5835992, 'neutral': 0.4144207, 'positive': 0.0019800698}"
531294,Richmond Fed Pres Thomas Barkin SAys Fed Is Surveying Impact Of Coronavirus Impact On Global Supply Chains,2020-02-20 13:53:00-05:00,FXI,"{'negative': 0.09411445, 'neutral': 0.90466654, 'positive': 0.0012191004}"
1261860,"Citron Likes Recent IPO Schrodinger, Compares Company To 'An Early Stage Tesla'",2020-02-20 13:28:00-05:00,TSLA,"{'negative': 0.0016541729, 'neutral': 0.99537635, 'positive': 0.0029694673}"
531296,"Hu Xijin Of China's Global Times Reports Number Of New Coronavirus Cases 'Soared' In South Korea Wed. And Thur., Reaching 104",2020-02-20 13:21:00-05:00,FXI,"{'negative': 0.034034554, 'neutral': 0.9651514, 'positive': 0.0008140115}"
531295,"'China is likely to import 10 million tons of liquefied natural gas from the #US in 2020 to fulfill the China-US phase one #tradedeal, more than four-fold compared with 2018' -China's Global Times",2020-02-20 13:21:00-05:00,FXI,"{'negative': 0.002143639, 'neutral': 0.9956976, 'positive': 0.0021586847}"
531297,Iranian Minister Of Health Said People In Iran With Coronavirus Did Not Have Contact With Infected People,2020-02-20 12:45:00-05:00,FXI,"{'negative': 0.3868422, 'neutral': 0.61076087, 'positive': 0.0023969538}"
1261862,'Tesla's lead in batteries and energy efficiency validated by Consumer Reports' -Teslarati,2020-02-20 12:13:00-05:00,TSLA,"{'negative': 0.0018851223, 'neutral': 0.974917, 'positive': 0.023197971}"
1261863,"Tesla Shares Relatively Quiet As Hearing Consumer Reports Report Shows Tesla Is The Highest-Ranked US Auto Brand, Model 3 Is A Top Pick",2020-02-20 12:06:00-05:00,TSLA,"{'negative': 0.0037019777, 'neutral': 0.99265456, 'positive': 0.0036434752}"
1261864,Tesla shares are trading lower. Not currently seeing company-specific news items. Movement potentially in sympathy with global equities following steep mid-day selloff.,2020-02-20 11:35:00-05:00,TSLA,"{'negative': 0.60749525, 'neutral': 0.39016947, 'positive': 0.0023352234}"
531299,"WHO Boss Tedros Says Number Of Coronavirus Cases In South Korea Is ""Really Manageable"", Hopes It Can Contain Outbreak At ""Early Stage""",2020-02-20 10:44:00-05:00,FXI,"{'negative': 0.00449224, 'neutral': 0.99066764, 'positive': 0.0048400685}"
531300,WHO Says Coronavirus Cases In Rest Of World Very Low Compared To China But That May Not Stay The Same For Very Long,2020-02-20 10:35:00-05:00,FXI,"{'negative': 0.7226892, 'neutral': 0.27458018, 'positive': 0.0027305484}"
531301,WHO Chief Tedros Says Organization Has Contacted 12 Manufacturers Of Protective Equipment To Prioritize Supply To Health Workers,2020-02-20 10:33:00-05:00,FXI,"{'negative': 0.0035364428, 'neutral': 0.9950531, 'positive': 0.0014104954}"
531302,WHO Says Sees Results From 2 Trials Of Therapeutics For Coronavirus In 3 Weeks,2020-02-20 10:26:00-05:00,FXI,"{'negative': 0.03291122, 'neutral': 0.9656916, 'positive': 0.0013970631}"
531303,Virus To Wipe Out 13% Of Fiscal Year Passengers Demand In Asia-Pac,2020-02-20 10:24:00-05:00,FXI,"{'negative': 0.8669211, 'neutral': 0.13129969, 'positive': 0.0017792025}"
531304,"China Continues To Report A Decline In New Confirmed Cases Of Coronavirus, ""Once Again We Are Encouraged By This Trend But This Is No Time For Complacency""",2020-02-20 10:19:00-05:00,FXI,"{'negative': 0.30446953, 'neutral': 0.69230586, 'positive': 0.003224588}"
531305,3M CEO Says Co Is Ramping Production Of Respiratory Protection And Some Health Care Products To Full Capacity In China And Globally To Support Demand,2020-02-20 10:10:00-05:00,FXI,"{'negative': 0.0015236458, 'neutral': 0.99021894, 'positive': 0.008257421}"
531307,"3M CEO, Presenting At Barclays Conference, Says Co.'s Respiratory, Health Care Businesses Has Offset Some Of The Impact Related To Coronavirus",2020-02-20 10:05:00-05:00,FXI,"{'negative': 0.07287114, 'neutral': 0.92581236, 'positive': 0.0013164941}"
531306,"3M CEO Says China Could Still Be In-line With Prior Growth Expectation For 2020, Despite Some Signs Of Coronavirus Impact On Q1; But Full Impact Of The Epidemic Will Become Known In A Few Weeks",2020-02-20 10:05:00-05:00,FXI,"{'negative': 0.052879684, 'neutral': 0.9448532, 'positive': 0.0022671197}"
1261865,'Tesla loses one of its most senior executives and Gigafactory builder' -Recent Electrek Article,2020-02-20 10:02:00-05:00,TSLA,"{'negative': 0.76486224, 'neutral': 0.23292586, 'positive': 0.0022118757}"
531308,US Ag Secretary Perdue Says US Farm Exports To China Will Exceed Forecast,2020-02-20 09:53:00-05:00,FXI,"{'negative': 0.30340996, 'neutral': 0.6941905, 'positive': 0.0023995328}"
531309,'Media outlets in Iran report 9 died from #covid19' -Tweet From Israeli Public Broadcasting Corp. Correspondent,2020-02-20 09:49:00-05:00,FXI,"{'negative': 0.528608, 'neutral': 0.4698266, 'positive': 0.0015653482}"
531310,Hearing US Agriculture Secretary Sonny Perdue Says US Could Put More Tariffs On China,2020-02-20 09:47:00-05:00,FXI,"{'negative': 0.012966901, 'neutral': 0.9862277, 'positive': 0.0008054127}"
531311,"'China considers extending EV subsidies after sales slump, report says' -Automotive News",2020-02-20 09:34:00-05:00,FXI,"{'negative': 0.021449415, 'neutral': 0.9774631, 'positive': 0.0010875398}"
531312,"P&G Commons On Coronavirus, Says Some Demand Has Shifted Online, But Supply Of Delivery Operators, Labor Is Limited",2020-02-20 09:17:00-05:00,FXI,"{'negative': 0.5996159, 'neutral': 0.39811024, 'positive': 0.0022738911}"
531313,"Yum 10-K Filing Shows Co. Sees Q1 Results 'Significantly Impacted' By Coronavirus, Sees Impact Beyond Mar. 31, 2020",2020-02-20 07:49:00-05:00,FXI,"{'negative': 0.88445675, 'neutral': 0.11369724, 'positive': 0.0018460006}"
531314,Norwegian Cruise Says Will Cancel Voyages To Asia Across Its Brands Through Q3'20,2020-02-20 07:08:00-05:00,FXI,"{'negative': 0.3470154, 'neutral': 0.6512104, 'positive': 0.001774139}"
1261870,Hefei Metalforming Intelligent Manufacturing  Says It Does Not Have Direct Cooperation and Supply Relationship With Tesla in Response to Recent Unusual Share Price Movements,2020-02-20 05:30:00-05:00,TSLA,"{'negative': 0.17264666, 'neutral': 0.82573825, 'positive': 0.0016151303}"
1261872,Tesla Charges Ahead In Efforts To Achieve 400 Mile Range,2020-02-20 00:36:00-05:00,TSLA,"{'negative': 0.0019889837, 'neutral': 0.98514766, 'positive': 0.012863471}"
1261873,'Tesla is working on new ~110 kWh battery pack for more than 400 miles of range' -Electrek,2020-02-19 17:04:00-05:00,TSLA,"{'negative': 0.0013418334, 'neutral': 0.9942058, 'positive': 0.0044523412}"
531315,"""Centers for Disease Control Issued Travel Guidelines For Hong Kong After Second Coronavirus-Related Death In The City""",2020-02-19 14:37:00-05:00,FXI,"{'negative': 0.76708215, 'neutral': 0.23115554, 'positive': 0.0017623146}"
531316,Russia Bans Entry Of Hong Kong And Macau Residents,2020-02-19 14:17:00-05:00,FXI,"{'negative': 0.53709084, 'neutral': 0.46134552, 'positive': 0.0015636488}"
1261874,Electrek Co Says Tesla Has A New Building Next To Its Giga Nevada Factory,2020-02-19 14:05:00-05:00,TSLA,"{'negative': 0.0019225741, 'neutral': 0.99670804, 'positive': 0.0013694068}"
531318,'China Faces Labor Shortage With 200M Migrant Workers Idled' -Nikkei,2020-02-19 12:38:00-05:00,FXI,"{'negative': 0.73662126, 'neutral': 0.26195815, 'positive': 0.0014205822}"
531319,'China's Lunar New Year travel crashes to 20-year low' -Nikkei Asian Review,2020-02-19 12:22:00-05:00,FXI,"{'negative': 0.9036343, 'neutral': 0.09484307, 'positive': 0.0015226951}"
1261876,"Italy's Pirelli CEO Says Co. Supplying 10% Of Tires Used By Tesla And Share Will Grow, Co Will Participate In Model 3 By Year-End",2020-02-19 10:04:00-05:00,TSLA,"{'negative': 0.0015135639, 'neutral': 0.99399275, 'positive': 0.004493779}"
531320,House Panel To Hold Hearing Feb. 26 On US-China Trade,2020-02-19 10:02:00-05:00,FXI,"{'negative': 0.003674733, 'neutral': 0.9956196, 'positive': 0.00070563075}"
1261877,Tesla Shares Cross $900 As Piper Sandler Raises Price Target To Street High,2020-02-19 09:55:00-05:00,TSLA,"{'negative': 0.002481184, 'neutral': 0.995998, 'positive': 0.0015208155}"
1261881,"Elon Musk Not Happy About Bill Gates' Porsche Purchase, Calls Their Conversations 'Underwhelming'",2020-02-19 08:22:00-05:00,TSLA,"{'negative': 0.7782066, 'neutral': 0.21948189, 'positive': 0.002311509}"
1261883,"Tesla shares are trading higher after Piper Sandler analysts raised their price target on the stock, citing potential in the company's battery and solar segments.",2020-02-19 07:53:00-05:00,TSLA,"{'negative': 0.0019473995, 'neutral': 0.96420693, 'positive': 0.03384574}"
531321,China Central Bank Says Will Keep Yuan Basically Stable,2020-02-19 07:40:00-05:00,FXI,"{'negative': 0.0026101975, 'neutral': 0.9936028, 'positive': 0.0037869664}"
531322,China Central Bank:says China's Economy However Also Faces Several Challenges,2020-02-19 07:36:00-05:00,FXI,"{'negative': 0.4324068, 'neutral': 0.56471103, 'positive': 0.0028821486}"
531323,"China Central Bank Says The Size And Duration Of Impact Will Be Limited, Says The Fundamentals Of China's Economy Have Not Changed",2020-02-19 07:35:00-05:00,FXI,"{'negative': 0.09100769, 'neutral': 0.9074395, 'positive': 0.0015528915}"
531324,China Central Bank Says Novel Coronavirus Outbreak Will Have Certain Impact To China's Economy,2020-02-19 07:34:00-05:00,FXI,"{'negative': 0.34802088, 'neutral': 0.64948523, 'positive': 0.0024939347}"
1261886,Tesla Shares Rise 7.5% Premarket to $922; Piper Sandler Raises Price Target from $729 to $928; Says Next Big Thing for Co is Batteries and Solar Power,2020-02-19 05:35:00-05:00,TSLA,"{'negative': 0.001587243, 'neutral': 0.98480093, 'positive': 0.013611913}"
531325,Two Persons Test Positive for Coronavirus in Iran,2020-02-19 05:33:00-05:00,FXI,"{'negative': 0.68536997, 'neutral': 0.31220183, 'positive': 0.0024281624}"
531326,"26 Westchester County, NY Residents in Coronavirus Quarantine Following Recent Trips to China",2020-02-18 19:37:00-05:00,FXI,"{'negative': 0.6976525, 'neutral': 0.3006837, 'positive': 0.0016637411}"
531328,"From CAGNY Conference: Mondelez Exec Says There Will For Sure Be An Impact On Sales, Margins From Coronavirus",2020-02-18 13:50:00-05:00,FXI,"{'negative': 0.24489583, 'neutral': 0.75208676, 'positive': 0.0030173631}"
531329,"Mondelez Exec Comments On Impact Of Coronavirus, Says 4 Plants In China Have Reopened But Are Not Running At Full Capacity",2020-02-18 13:47:00-05:00,FXI,"{'negative': 0.36142734, 'neutral': 0.6366565, 'positive': 0.0019161323}"
1261888,Tesla Could Buy Cheaper Cobalt-Free Batteries To Lower Production Costs: Report,2020-02-18 11:56:00-05:00,TSLA,"{'negative': 0.008151655, 'neutral': 0.9893387, 'positive': 0.0025096033}"
531330,"China's EU Ambassador Says No Need For Global Investors To Worry Too Much, The Chinese Gov't. Has Sufficient Resources To Boost Economy",2020-02-18 11:23:00-05:00,FXI,"{'negative': 0.0074038845, 'neutral': 0.9851791, 'positive': 0.007416956}"
531331,"China's EU Ambassador Sees Impact Of Coronavirus As 'Limited, Short Term, Manageable'",2020-02-18 11:21:00-05:00,FXI,"{'negative': 0.26755354, 'neutral': 0.72987384, 'positive': 0.0025726175}"
531332,WHO Chief Tedros Says We Have Not Seen Sustained Lobal Transmission Of Coronavirus Except In Specific Circumstances Like Diamond Princess Cruise Ship,2020-02-18 10:59:00-05:00,FXI,"{'negative': 0.14987849, 'neutral': 0.8484794, 'positive': 0.0016420772}"
1261889,"Tesla Faces Huge Execution Risk Ahead, Analyst Says Stock Price Remains On Mars",2020-02-18 10:57:00-05:00,TSLA,"{'negative': 0.8096369, 'neutral': 0.1878203, 'positive': 0.0025427954}"
1261892,"UPDATE: Cowen Maintains Underperform On Tesla, Raises Target To $290 As Firm Sees It As A Positive That The Co. 'is taking advantage of the staggering dislocation between its stock price and our assessment of its fair value to raise additional capital'",2020-02-18 09:04:00-05:00,TSLA,"{'negative': 0.026000597, 'neutral': 0.969812, 'positive': 0.0041873585}"
1261891,UPDATE: Cowen On Tesla Thinks 'VALUATION REMAINS ON MARS',2020-02-18 09:04:00-05:00,TSLA,"{'negative': 0.005562881, 'neutral': 0.9937424, 'positive': 0.00069466414}"
1261896,"UPDATE: Morgan Stanley Maintains Underweight On Tesla, Raises Target To $500, Raises Bull Case Target From $650 To $1,200 Believes 'investors should expect a very challenging 1Q, with our bull case moving to expansionary mode on battery capacity'",2020-02-18 08:39:00-05:00,TSLA,"{'negative': 0.018317487, 'neutral': 0.97933096, 'positive': 0.002351599}"
1261895,UPDATE: Morgan Stanley On Tesla Notes 'Our new bull case reflects 4 million units of auto volume by 2030 with a 12% operating margin. This compares with our base case forecast of 2.2 million units and a 10% OP margin by 2030',2020-02-18 08:39:00-05:00,TSLA,"{'negative': 0.001953827, 'neutral': 0.9948467, 'positive': 0.0031994348}"
1261898,"Cowen & Co. Maintains Underperform on Tesla, Raises Price Target to $290",2020-02-18 08:20:00-05:00,TSLA,"{'negative': 0.30772337, 'neutral': 0.6886695, 'positive': 0.0036071602}"
1261900,"Morgan Stanley Maintains Underweight on Tesla, Raises Price Target to $500",2020-02-18 07:49:00-05:00,TSLA,"{'negative': 0.011646275, 'neutral': 0.9872027, 'positive': 0.0011510224}"
